035633,03001627,04331277
036032,03001627,04331277
024678,03001627,04331277
030569,03001627,20000020
013174,03001627,03001627
020274,03001627,20000027
014930,03001627,03376595
008615,03001627,04331277
013652,03001627,02738535
047945,03001627,04331277
022017,03001627,02738535
041253,03001627,04331277
013469,03001627,02738535
033996,03001627,04331277
024100,03001627,20000027
013215,03001627,02738535
016736,03001627,03001627
002926,03001627,04331277
001321,03001627,04331277
040034,03001627,03001627
020133,03001627,04331277
042808,03001627,04331277
026195,03001627,02738535
017400,03001627,04373704
027911,03001627,03001627
030954,03001627,04331277
032780,03001627,04331277
034997,03001627,04331277
043198,03001627,04331277
050214,03001627,02738535
033582,03001627,04099969
002502,03001627,02738535
028748,02958343,03100240
014014,02958343,04037443
022768,02958343,04037443
009813,02958343,02814533
036912,02958343,04285008
013409,02958343,04097373
024833,02958343,04285008
046445,02958343,02814533
030025,02958343,02958343
048155,02958343,04166281
017994,02958343,02958343
017873,02958343,04285965
048419,02958343,02958343
037342,02958343,02958343
024453,02958343,04285965
005018,02958343,04285008
042966,02958343,03670208
013585,02958343,03100240
005646,02958343,04459122
041738,02958343,02958343
033953,02958343,02958343
045900,02958343,02958343
015119,02958343,03141065
007808,02958343,04097373
027792,02958343,02814533
032998,02958343,04166281
020020,02958343,02958343
011568,02958343,03119396
020411,02958343,04285008
000468,02958343,03100240
017212,02958343,04285965
045028,02958343,04166281
009357,02691156,04012084
030525,02691156,20000000
022205,02691156,02691156
041373,02691156,03335030
001075,02691156,02691156
028821,02691156,02690373
031083,02691156,20000000
006440,02691156,02691156
049325,02691156,02691156
019648,02691156,02691156
006325,02691156,03174079
051089,02691156,04012084
019076,02691156,03595860
027070,02691156,02690373
030703,02691156,02691156
028716,02691156,02690373
022284,02691156,02691156
038707,02691156,20000001
027818,02691156,02691156
035345,02691156,02691156
047148,02691156,02690373
030130,02691156,02691156
025866,02691156,02690373
044032,02691156,02691156
049190,02691156,02690373
013986,02691156,03174079
046786,02691156,02691156
034662,02691156,02690373
032936,02691156,03595860
013610,02691156,04012084
003584,02691156,20000000
037136,02691156,20000000
