id,synsetId,subSynsetId,classname
021733,02691156,02842573
042120,02691156,02842573
024438,02691156,02842573
013880,02691156,02842573
009466,02691156,02842573
049121,02691156,02842573
035390,02691156,02842573
032090,02691156,02842573
042668,02691156,02842573
007306,02691156,02842573
028776,02691156,03174079
036565,02691156,03174079
001604,02691156,03174079
007204,02691156,03174079
034039,02691156,03174079
034097,02691156,03174079
027409,02691156,03174079
038721,02691156,03174079
036127,02691156,03174079
000671,02691156,03174079
018377,02691156,03174079
025627,02691156,03174079
005441,02691156,03174079
013275,02691156,03174079
049854,02691156,03174079
009458,02691156,03174079
043410,02691156,03174079
046134,02691156,03174079
047619,02691156,03174079
023592,02691156,03174079
012216,02691156,03174079
033821,02691156,03174079
000096,02691156,03174079
028406,02691156,03174079
045624,02691156,03174079
036429,02691156,03174079
006325,02691156,03174079
037361,02691156,03174079
040658,02691156,03174079
045684,02691156,03174079
018333,02691156,03174079
016028,02691156,03174079
021802,02691156,03174079
030766,02691156,03174079
000808,02691156,03174079
032997,02691156,03174079
016988,02691156,03174079
023897,02691156,03174079
020406,02691156,03174079
048334,02691156,03174079
009343,02691156,03174079
041266,02691156,03174079
051235,02691156,03174079
024490,02691156,03174079
013694,02691156,03174079
045213,02691156,03174079
019891,02691156,03174079
028327,02691156,03174079
009447,02691156,03174079
025281,02691156,03174079
007581,02691156,03174079
026884,02691156,03174079
049868,02691156,03174079
016589,02691156,03174079
015133,02691156,03174079
022022,02691156,03174079
029859,02691156,03174079
002352,02691156,03174079
020484,02691156,03174079
044208,02691156,03174079
037303,02691156,03174079
016234,02691156,03174079
022534,02691156,03174079,airplane
047975,02691156,03174079
006508,02691156,03174079
006263,02691156,03174079
003111,02691156,03174079
004792,02691156,03174079
024337,02691156,03174079
012776,02691156,03174079
024351,02691156,03174079
013419,02691156,03174079
003270,02691156,03174079
009620,02691156,03174079
000041,02691156,03174079
010197,02691156,03174079
005737,02691156,03174079
010477,02691156,03174079
025190,02691156,03174079
026516,02691156,03174079
036643,02691156,03174079
036395,02691156,03174079
025648,02691156,03174079
044720,02691156,03174079
034068,02691156,03174079
028460,02691156,03174079
035066,02691156,03174079
034704,02691156,03174079
021265,02691156,03174079
022744,02691156,03174079
028697,02691156,03174079
045947,02691156,03174079
020743,02691156,03174079
038833,02691156,03174079
040163,02691156,03174079
041388,02691156,20000001
020318,02691156,20000001
039948,02691156,20000001
048392,02691156,20000001
037154,02691156,20000000
020258,02691156,20000001
028575,02691156,20000001
030708,02691156,20000001
039884,02691156,20000001
034131,02691156,04012084
013705,02691156,20000001
019349,02691156,20000000
030515,02691156,20000001
001428,02691156,20000001
044013,02691156,20000001
024036,02691156,20000001
046671,02691156,20000001
046751,02691156,20000000
031756,02691156,20000001
040526,02691156,20000001
048890,02691156,20000001
045735,02691156,20000001
035503,02691156,20000001
027797,02691156,20000000
045356,02691156,20000001
046837,02691156,20000001
030525,02691156,20000000
029636,02691156,20000001
027692,02691156,20000001
028045,02691156,20000001
047129,02691156,20000000
050411,02691156,20000000
038308,02691156,20000001
034466,02691156,20000001
045872,02691156,20000001
045340,02691156,20000001
039520,02691156,20000001
019420,02691156,20000001
048654,02691156,20000001
014465,02691156,20000001
047938,02691156,20000001
005339,02691156,20000001
035823,02691156,20000001
031050,02691156,20000001
043168,02691156,20000000
034701,02691156,20000001
044431,02691156,03595860
015708,02691156,20000001
044495,02691156,20000001
019595,02691156,20000001
014728,02691156,20000001
033098,02691156,20000001
049677,02691156,20000001
038138,02691156,20000001
037713,02691156,20000001
008218,02691156,20000001
049494,02691156,20000001
045708,02691156,20000001
032795,02691156,20000001
050775,02691156,20000001
046690,02691156,20000001
035763,02691156,20000001
042699,02691156,20000001
032441,02691156,20000001
015273,02691156,20000001
042651,02691156,20000000
046982,02691156,20000001
038535,02691156,20000001
015920,02691156,20000001
002912,02691156,20000000
047513,02691156,20000001
013976,02691156,20000001
043810,02691156,20000001
015001,02691156,20000001
024032,02691156,20000001
017604,02691156,03174079
036063,02691156,20000001
045520,02691156,20000001
012672,02691156,20000001
036247,02691156,20000001
005008,02691156,20000001
015135,02691156,20000001
020632,02691156,20000001
032557,02691156,20000001
037867,02691156,20000001
043399,02691156,20000001
026598,02691156,20000001
043245,02691156,20000001
043709,02691156,20000001
006720,02691156,20000001
015378,02691156,20000001
032475,02691156,20000001
001922,02691156,20000001
037994,02691156,20000001
029631,02691156,20000001
025071,02691156,20000001
011185,02691156,20000001
004991,02691156,20000001
009294,02691156,20000001
045962,02691156,20000001
049081,02691156,20000000
013029,02691156,20000001
022094,02691156,20000001
045588,02691156,20000001
027970,02691156,20000001
010774,02691156,20000001
024758,02691156,20000001
005379,02691156,20000001
022054,02691156,20000001
011689,02691156,20000001
013833,02691156,20000000
047754,02691156,03335030
005701,02691156,03595860
035925,02691156,20000001
050165,02691156,02867715
000048,02691156,20000001
000084,02691156,20000001
005203,02691156,20000001
039099,02691156,20000001
016786,02691156,20000001
034337,02691156,03595860
024845,02691156,20000001
010537,02691156,20000001
034277,02691156,20000001
036483,02691156,20000001
042606,02691156,20000001
003043,02691156,20000001
013293,02691156,20000001
047373,02691156,20000001
002969,02691156,03335030
041684,02691156,20000001
015479,02691156,20000001
030369,02691156,03335030
003053,02691156,20000000
015646,02691156,20000001
032974,02691156,20000001
040375,02691156,20000001
016882,02691156,20000001
027538,02691156,20000001
019965,02691156,20000000
024828,02691156,20000001
050232,02691156,20000001
030950,02691156,20000001
021024,02691156,20000001
038013,02691156,20000001
048375,02691156,20000001
012017,02691156,20000001
037395,02691156,20000001
043038,02691156,20000001
042329,02691156,20000001
020608,02691156,20000001
034176,02691156,20000001
018741,02691156,20000001
004219,02691156,20000001
021335,02691156,20000001
005621,02691156,20000001
020299,02691156,20000001
033007,02691156,20000001
007933,02691156,20000001
010933,02691156,20000001
010695,02691156,20000001
029422,02691156,20000001
018221,02691156,20000001
024093,02691156,20000001
024500,02691156,20000001
002946,02691156,20000002
010152,02691156,20000001
037013,02691156,20000001
033306,02691156,20000001
038108,02691156,20000001
007419,02691156,20000001
025055,02691156,20000001
045223,02691156,20000001
036008,02691156,20000001
007639,02691156,20000001
023694,02691156,20000001
049241,02691156,20000001
004406,02691156,20000001
000425,02691156,20000000
022629,02691156,20000001
046554,02691156,20000001
009719,02691156,20000001
002941,02691156,20000000
035360,02691156,20000001
030483,02691156,20000001
044215,02691156,20000001
000003,02691156,20000001
041165,02691156,20000001
006314,02691156,20000001
032028,02691156,20000001
040981,02691156,20000001
028873,02691156,20000001
026227,02691156,20000001
012404,02691156,20000001
007313,02691156,20000001
042581,02691156,20000001
002655,02691156,20000001
035532,02691156,20000001
038707,02691156,20000001
004272,02691156,20000001
041429,02691156,20000001
040814,02691156,20000001
018544,02691156,20000001
002663,02691156,20000001
038521,02691156,20000001
007502,02691156,20000000
012556,02691156,03174079
037136,02691156,20000000
051493,02691156,20000001
047592,02691156,20000001
035038,02691156,20000000
042472,02691156,20000001
028066,02691156,20000001
017978,02691156,20000001
037769,02691156,20000001
018444,02691156,20000001
049024,02691156,20000001
034750,02691156,20000001
021319,02691156,20000001
000494,02691156,20000000
000203,02691156,20000001
016888,02691156,20000001
029986,02691156,20000001
030636,02691156,20000001
041936,02691156,20000001
027139,02691156,20000000
027373,02691156,20000001
004982,02691156,20000001
041123,02691156,20000000
051008,02691156,20000001
051638,02691156,20000001
028531,02691156,20000001
020488,02691156,20000001
032170,02691156,20000001
044141,02691156,20000001
001765,02691156,20000001
028872,02691156,20000000
048474,02691156,20000001
018751,02691156,20000001
039217,02691156,20000001
047504,02691156,20000001
029261,02691156,20000001
018405,02691156,20000001
020080,02691156,20000001
019504,02691156,20000000
046549,02691156,20000001
043633,02691156,20000001
020740,02691156,20000001
042399,02691156,20000001
038751,02691156,20000001
010926,02691156,20000001
011916,02691156,20000001
036967,02691156,20000001
042178,02691156,20000001
028059,02691156,20000001
009440,02691156,20000001
006078,02691156,20000001
010580,02691156,20000001
012984,02691156,02867715
042294,02691156,20000001
044417,02691156,20000002
051565,02691156,20000001
024161,02691156,20000000
038788,02691156,20000001
039957,02691156,20000001
004785,02691156,20000001
040603,02691156,20000001
009627,02691156,20000001
006307,02691156,20000001
042952,02691156,20000001
026521,02691156,20000000
018540,02691156,20000001
048681,02691156,20000001
002887,02691156,20000001
033974,02691156,20000000
003937,02691156,20000001
008065,02691156,20000001
012909,02691156,20000001
017133,02691156,20000001
005243,02691156,20000000
044750,02691156,20000001
034198,02691156,20000001
029059,02691156,20000001
038537,02691156,20000001
017124,02691156,20000001
017918,02691156,20000001
034670,02691156,20000001
000974,02691156,20000001
011765,02691156,20000001
028794,02691156,20000001
020663,02691156,20000001
038422,02691156,20000001
016453,02691156,20000001
018387,02691156,20000001
015241,02691156,20000001
018382,02691156,20000001
039410,02691156,20000001
046822,02691156,20000001
046291,02691156,20000001
039668,02691156,04012084
005183,02691156,04160586
010579,02691156,04012084
026928,02691156,04012084
044042,02691156,04012084
042819,02691156,04012084
000684,02691156,04012084
033337,02691156,04012084
022218,02691156,04012084
002392,02691156,04012084
030980,02691156,04012084
025621,02691156,04012084
049948,02691156,04012084
017382,02691156,04012084
042487,02691156,04012084
006534,02691156,04012084
017147,02691156,04012084
038060,02691156,04012084
038457,02691156,04012084
001692,02691156,04012084
019475,02691156,04012084
029003,02691156,04160586
029785,02691156,04012084
012973,02691156,04012084
019707,02691156,04012084
018985,02691156,04012084
002885,02691156,04012084
014582,02691156,04012084
034421,02691156,04012084
051419,02691156,04012084
025054,02691156,04012084
051089,02691156,04012084
028459,02691156,04012084
022096,02691156,04012084
021945,02691156,04012084
033981,02691156,04012084
015499,02691156,04012084
015689,02691156,04012084
004157,02691156,04012084
018159,02691156,04012084
041022,02691156,04012084
040909,02691156,04012084
009237,02691156,04012084
017261,02691156,04012084
011492,02691156,04012084
031275,02691156,04012084
018770,02691156,04012084
043009,02691156,04012084
001393,02691156,04012084
028589,02691156,04012084
001786,02691156,04012084
016026,02691156,04012084
011281,02691156,04012084
025168,02691156,04012084
048665,02691156,04012084
042372,02691156,04012084
019041,02691156,04012084
047126,02691156,04012084
037315,02691156,04012084
021916,02691156,04012084
048400,02691156,04012084
033741,02691156,04012084
027647,02691156,04012084
006285,02691156,04012084
045846,02691156,04012084
016718,02691156,04012084
014963,02691156,04160586
001711,02691156,04012084
